day_pt,new_members,pct_retained,interval_start_timestamp
2026-02-07T00:00:00+00:00,130,42.30769230769231,2026-02-07T00:00:00+00:00
2026-03-09T00:00:00+00:00,125,42.4,2026-03-09T00:00:00+00:00
2026-04-08T00:00:00+00:00,125,42.4,2026-04-08T00:00:00+00:00
2026-05-08T00:00:00+00:00,149,48.99328859060403,2026-05-08T00:00:00+00:00
