day_pt,new_members,pct_communicated,pct_opened_channels,interval_start_timestamp
2026-02-20T00:00:00+00:00,122,21.311475409836063,60.65573770491803,2026-02-20T00:00:00+00:00
2026-03-22T00:00:00+00:00,128,18.75,60.15625,2026-03-22T00:00:00+00:00
2026-04-21T00:00:00+00:00,112,23.214285714285715,66.96428571428571,2026-04-21T00:00:00+00:00
2026-05-21T00:00:00+00:00,187,14.973262032085561,58.82352941176471,2026-05-21T00:00:00+00:00
