day_pt,new_members,pct_retained,interval_start_timestamp
2026-02-07T00:00:00+00:00,426,35.44600938967136,2026-02-07T00:00:00+00:00
2026-03-09T00:00:00+00:00,371,32.88409703504043,2026-03-09T00:00:00+00:00
2026-04-08T00:00:00+00:00,388,40.4639175257732,2026-04-08T00:00:00+00:00
2026-05-08T00:00:00+00:00,436,39.678899082568805,2026-05-08T00:00:00+00:00
