interval_start_timestamp,speaking_minutes
2026-01-21T00:00:00+00:00,11330
2026-02-20T00:00:00+00:00,6844
2026-03-22T00:00:00+00:00,8139
2026-04-21T00:00:00+00:00,5617
2026-05-21T00:00:00+00:00,12630
